#x y u
1.76715 0.589049 -0.462022
1.76715 0.785398 -0.557104
1.76715 0.981748 -0.628007
1.76715 1.1781 -0.677016
1.76715 1.37445 -0.705767
1.76715 1.5708 -0.715242
1.76715 1.76715 -0.705767
1.76715 1.9635 -0.677016
1.76715 2.15984 -0.628007
1.76715 2.35619 -0.557104
1.76715 2.55254 -0.462022
1.76715 2.74889 -0.339854
1.76715 2.94524 -0.187142
1.9635 0.19635 -0.181012
1.9635 0.392699 -0.32794
1.9635 0.589049 -0.444952
1.9635 0.785398 -0.535693
1.9635 0.981748 -0.603177
1.9635 1.1781 -0.649735
1.9635 1.37445 -0.677016
1.9635 1.5708 -0.686001
1.9635 1.76715 -0.677016
1.9635 1.9635 -0.649735
1.9635 2.15984 -0.603177
1.9635 2.35619 -0.535693
1.9635 2.55254 -0.444952
1.9635 2.74889 -0.32794
1.9635 2.94524 -0.181012
2.15984 0.19635 -0.170413
2.15984 0.392699 -0.307391
2.15984 0.589049 -0.415598
2.15984 0.785398 -0.498988
2.15984 0.981748 -0.560721
2.15984 1.1781 -0.603177
2.15984 1.37445 -0.628007
2.15984 1.5708 -0.636177
2.15984 1.76715 -0.628007
2.15984 1.9635 -0.603177
2.15984 2.15984 -0.560721
2.15984 2.35619 -0.498988
2.15984 2.55254 -0.415598
2.15984 2.74889 -0.307391
2.15984 2.94524 -0.170413
2.35619 0.19635 -0.154697
2.35619 0.392699 -0.277059
2.35619 0.589049 -0.372508
2.35619 0.785398 -0.445386
2.35619 0.981748 -0.498988
2.35619 1.1781 -0.535693
2.35619 1.37445 -0.557104
2.35619 1.5708 -0.56414
2.35619 1.76715 -0.557104
2.35619 1.9635 -0.535693
2.35619 2.15984 -0.498988
2.35619 2.35619 -0.445386
2.35619 2.55254 -0.372508
2.35619 2.74889 -0.277059
2.35619 2.94524 -0.154697
2.55254 0.19635 -0.132762
2.55254 0.392699 -0.235087
2.55254 0.589049 -0.313436
2.55254 0.785398 -0.372508
2.55254 0.981748 -0.415598
2.55254 1.1781 -0.444952
2.55254 1.37445 -0.462022
2.55254 1.5708 -0.467624
2.55254 1.76715 -0.462022
2.55254 1.9635 -0.444952
2.55254 2.15984 -0.415598
2.55254 2.35619 -0.372508
2.55254 2.55254 -0.313436
2.55254 2.74889 -0.235087
2.55254 2.94524 -0.132762
2.74889 0.19635 -0.102712
2.74889 0.392699 -0.178538
2.74889 0.589049 -0.235087
2.74889 0.785398 -0.277059
2.74889 0.981748 -0.307391
2.74889 1.1781 -0.32794
2.74889 1.37445 -0.339854
2.74889 1.5708 -0.343758
2.74889 1.76715 -0.339854
2.74889 1.9635 -0.32794
2.74889 2.15984 -0.307391
2.74889 2.35619 -0.277059
2.74889 2.55254 -0.235087
2.74889 2.74889 -0.178538
2.74889 2.94524 -0.102712
2.94524 0.19635 -0.0609942
2.94524 0.392699 -0.102712
2.94524 0.589049 -0.132762
2.94524 0.785398 -0.154697
2.94524 0.981748 -0.170413
2.94524 1.1781 -0.181012
2.94524 1.37445 -0.187142
2.94524 1.5708 -0.189149
2.94524 1.76715 -0.187142
2.94524 1.9635 -0.181012
2.94524 2.15984 -0.170413
2.94524 2.35619 -0.154697
2.94524 2.55254 -0.132762
2.94524 2.74889 -0.102712
2.94524 2.94524 -0.0609942
