#x y u
0.19635 0.19635 -0.0609942
0.19635 0.392699 -0.102712
0.19635 0.589049 -0.132762
0.19635 0.785398 -0.154697
0.19635 0.981748 -0.170413
0.19635 1.1781 -0.181012
0.19635 1.37445 -0.187142
0.19635 1.5708 -0.189149
0.19635 1.76715 -0.187142
0.19635 1.9635 -0.181012
0.19635 2.15984 -0.170413
0.19635 2.35619 -0.154697
0.19635 2.55254 -0.132762
0.19635 2.74889 -0.102712
0.19635 2.94524 -0.0609942
0.392699 0.19635 -0.102712
0.392699 0.392699 -0.178538
0.392699 0.589049 -0.235087
0.392699 0.785398 -0.277059
0.392699 0.981748 -0.307391
0.392699 1.1781 -0.32794
0.392699 1.37445 -0.339854
0.392699 1.5708 -0.343758
0.392699 1.76715 -0.339854
0.392699 1.9635 -0.32794
0.392699 2.15984 -0.307391
0.392699 2.35619 -0.277059
0.392699 2.55254 -0.235087
0.392699 2.74889 -0.178538
0.392699 2.94524 -0.102712
0.589049 0.19635 -0.132762
0.589049 0.392699 -0.235087
0.589049 0.589049 -0.313436
0.589049 0.785398 -0.372508
0.589049 0.981748 -0.415598
0.589049 1.1781 -0.444952
0.589049 1.37445 -0.462022
0.589049 1.5708 -0.467624
0.589049 1.76715 -0.462022
0.589049 1.9635 -0.444952
0.589049 2.15984 -0.415598
0.589049 2.35619 -0.372508
0.589049 2.55254 -0.313436
0.589049 2.74889 -0.235087
0.589049 2.94524 -0.132762
0.785398 0.19635 -0.154697
0.785398 0.392699 -0.277059
0.785398 0.589049 -0.372508
0.785398 0.785398 -0.445386
0.785398 0.981748 -0.498988
0.785398 1.1781 -0.535693
0.785398 1.37445 -0.557104
0.785398 1.5708 -0.56414
0.785398 1.76715 -0.557104
0.785398 1.9635 -0.535693
0.785398 2.15984 -0.498988
0.785398 2.35619 -0.445386
0.785398 2.55254 -0.372508
0.785398 2.74889 -0.277059
0.785398 2.94524 -0.154697
0.981748 0.19635 -0.170413
0.981748 0.392699 -0.307391
0.981748 0.589049 -0.415598
0.981748 0.785398 -0.498988
0.981748 0.981748 -0.560721
0.981748 1.1781 -0.603177
0.981748 1.37445 -0.628007
0.981748 1.5708 -0.636177
0.981748 1.76715 -0.628007
0.981748 1.9635 -0.603177
0.981748 2.15984 -0.560721
0.981748 2.35619 -0.498988
0.981748 2.55254 -0.415598
0.981748 2.74889 -0.307391
0.981748 2.94524 -0.170413
1.1781 0.19635 -0.181012
1.1781 0.392699 -0.32794
1.1781 0.589049 -0.444952
1.1781 0.785398 -0.535693
1.1781 0.981748 -0.603177
1.1781 1.1781 -0.649735
1.1781 1.37445 -0.677016
1.1781 1.5708 -0.686001
1.1781 1.76715 -0.677016
1.1781 1.9635 -0.649735
1.1781 2.15984 -0.603177
1.1781 2.35619 -0.535693
1.1781 2.55254 -0.444952
1.1781 2.74889 -0.32794
1.1781 2.94524 -0.181012
1.37445 0.19635 -0.187142
1.37445 0.392699 -0.339854
1.37445 0.589049 -0.462022
1.37445 0.785398 -0.557104
1.37445 0.981748 -0.628007
1.37445 1.1781 -0.677016
1.37445 1.37445 -0.705767
1.37445 1.5708 -0.715242
1.37445 1.76715 -0.705767
1.37445 1.9635 -0.677016
1.37445 2.15984 -0.628007
1.37445 2.35619 -0.557104
1.37445 2.55254 -0.462022
1.37445 2.74889 -0.339854
1.37445 2.94524 -0.187142
1.5708 0.19635 -0.189149
1.5708 0.392699 -0.343758
1.5708 0.589049 -0.467624
1.5708 0.785398 -0.56414
1.5708 0.981748 -0.636177
1.5708 1.1781 -0.686001
1.5708 1.37445 -0.715242
1.5708 1.5708 -0.724881
1.5708 1.76715 -0.715242
1.5708 1.9635 -0.686001
1.5708 2.15984 -0.636177
1.5708 2.35619 -0.56414
1.5708 2.55254 -0.467624
1.5708 2.74889 -0.343758
1.5708 2.94524 -0.189149
1.76715 0.19635 -0.187142
1.76715 0.392699 -0.339854
